Mixture	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells	P-value	Correlation	RMSE	Absolute score (sig.score)
CPT0012370003	0.251523023600921	1.19787105710929	0	0.426665927405732	0	1.00064946674928	0.467417842048573	0	0.873265858851706	0.499747268215809	3.34412731691379
CPT0011240003	0.635874557317833	1.5865174516838	0	0.412277819776821	0.0253657359567278	0.47647303267107	0.0350464892289065	0	0.796562693240619	0.624706172216632	3.17155508663515
CPT0012640003	0.271562825819402	1.27383241907168	0	0.562547781931243	0.00440123589562306	0.163741556852332	0.0501862350399552	0	0.70202689624989	0.713943619220777	2.32627205461024
CPT0012290003	0.34737701517002	1.80635879214978	0	0.655518786967472	0.0743767451412478	0.267917718192699	0.0389849261758004	0	0.608889511672323	0.800441037510724	3.19053398379702
CPT0012180003	1.19227783711465	1.10966031480481	0.286640444831068	0.151174719424221	0.00524467707456465	0.645033955789243	0.132921057253829	0	0.831580088961074	0.638081137702317	3.52295300629239
CPT0012280003	0.758233659448398	1.20423395249111	0.102380026503251	0.333025656702497	0	0.953510614570618	0.195045478047033	0	0.853704909965524	0.557130425477757	3.54642938776291
CPT0012670003	0.699114958856414	1.55594957005693	0	0.205934590882195	0.0137686376582961	0.728860476675117	0	0	0.824224005976699	0.602606020968398	3.20362823412895
CPT0012080003	0.41191603790372	1.45440132642943	0	0.414701719925061	0	0.465387227077883	0.273591931251114	0	0.847377843894765	0.557939961480363	3.0199982425872
CPT0021240003	0.8627220034719	1.32537590275475	0	0.0794497891786815	0.00801874792999189	1.04783610875129	0.00984397711864769	0	0.859852688576469	0.567459454456443	3.33324652920526
CPT0009020003	0.664378839691617	1.37111278296026	0	0.374207836651763	0.321873461630339	0.153871282677228	0	0	0.644521428212527	0.768093765564432	2.88544420361121
CPT0017450001	0.174901396006478	1.12637721496724	0	0.691863232321738	0.0127888793879981	0.453089355017455	0.0434606678240878	0	0.862605603570742	0.506819434906431	2.502480745525
CPT0009060003	0.796761099660642	1.00401935018077	0.355810996603245	0.446176471153985	0	0.615978297702352	0.0138236969828903	0	0.886943595063504	0.527518314097838	3.23256991228389
CPT0012900004	0.541356849038335	1.10004311103943	0.0387068772018587	0.450997337238977	0.0427435085754888	0.67769269467923	0.0238258865233177	0	0.728809726410916	0.685017852711412	2.87536626429664
CPT0017410003	0.868251760825596	1.60826938037631	0	0.333208370326835	0.0065866859791149	0.867927980197563	0.103556603773518	0	0.833599506828238	0.588876629036232	3.78780078147893
CPT0009080003	0.569869039434381	0.964752793215064	0	0.480266919570275	0	0.253194578192235	0.12287928593655	0	0.654996447387979	0.756179090521745	2.3909626163485
CPT0012920003	0.555264065742715	1.46021264228981	0	0.371712793121822	0.0443393238819063	0.263437355520358	0.0100265555908793	0	0.603510627320721	0.798191045858539	2.7049927361475
CPT0009000003	0.553564680236022	1.17637963718893	0	0.121980111156424	0.0603158194915352	1.07773846700709	0.316550362534476	0	0.799805866861606	0.615921052448882	3.30652907761448
