NAME	B	CTL	GMP-like	LSPC-Cycle	LSPC-Primed	LSPC-Quiescent	Mono-like	Monocyte	NK	Plasma	ProMono-like	T	cDC	cDC-like
CLEC4E	1	1	1	1	1	1	51.9891075592404	136.520125202221	1	1	1	1	1	1
CLEC5A	1	1	100.512294279006	1	1	1	30.6390966231438	56.7892098040272	1	1	31.1463541326499	1	1	1
CLEC7A	1	1	1	1	1	1	217.571356619669	351.963216476151	1	1	1	1	90.7748317890089	73.5886216328901
CLECL1	97.8714556063216	1	25.8554870595908	33.7557017886608	32.8630490942341	30.9728337825275	1	1	1	148.911944784481	1	1	21.5496980757322	47.2568443442823
CLIC2	1	1	1	1	34.9317192020709	1	1	1	1	113.80937623084	1	1	95.5902370795046	33.8823727651468
CLIC3	1	1	1	1	1	1	1	1	96.4095170253987	1	1	1	1	1
CLIP4	41.9043952400779	48.0612664576255	1	1	1	1	1	1	1	1	1	1	1	1
CLMN	54.1512673114698	1	1	1	1	1	58.4359464637486	59.3411690904797	1	1	1	1	1	26.8768955711489
CLN3	1	1	1	1	1	1	1	24.7086901477868	1	1	1	1	1	27.2945668957767
CLN5	1	1	1	25.1023527758995	37.5609154841601	30.4219746799959	1	1	1	22.4707657186281	25.012354304165	1	46.5785593140593	31.2908765465478
CLN6	1	1	21.8426819101265	37.9905697474944	1	1	1	1	1	1	19.6857908334673	1	1	1
CLN8	29.5820357255178	1	1	1	1	1	1	1	1	1	1	1	22.9138375269264	32.4826615751932
CLNK	69.0508764351346	1	1	1	45.3356625239116	1	1	1	1	1	1	1	1	29.5890160780677
CLOCK	1	1	1	22.898605806386	33.6307847212303	1	35.3051102789838	30.9828199583445	1	76.6658872131749	26.5545762923244	1	82.0860740713073	28.7524803532418
CLPP	1	1	39.3956936564343	44.1078394800646	27.1013051443735	38.3620023391302	1	1	1	47.7930049571245	37.0359968596275	41.540849265051	1	40.2190802481248
CLPTM1	1	1	1	25.4875242556153	1	1	1	1	1	1	1	1	1	1
CLSPN	1	1	52.7982008689745	173.449896936228	1	1	1	1	35.4788863933805	1	124.176604106246	1	58.7338357720608	45.20372206615
CLSTN3	1	1	1	1	1	1	1	1	51.5123881404789	1	1	1	1	1
CLTB	1	1	1	17.9076582827574	1	1	33.0565558345234	42.5029323821341	44.1735426889309	1	27.5449208271586	1	1	35.7964204425911
CLTCL1	1	1	1	1	1	1	1	1	1	1	21.258031457071	1	1	1
CLU	1	55.1636750891313	63.4668247349509	33.2500524784957	28.2576719510461	44.1253497206928	105.727823829711	56.0052545067486	1	1	155.798726889918	1	1	35.7040342883051
CLUAP1	1	1	18.1308391095693	1	27.6693554716087	1	1	1	1	1	1	1	1	1
CLUH	1	1	21.5312523627925	1	1	1	1	1	1	1	1	1	1	1
CMBL	1	1	31.1442049822506	21.992322092004	26.4544505865913	34.2762992932539	1	1	1	1	1	1	1	1
CMC1	42.4313193641784	794.27418186433	58.0476815174752	71.4700696544376	54.5519920561502	52.5730946233759	48.8837441950918	74.7859732606375	619.584612558102	67.0912218666249	62.6899333093552	1	73.031327899847	60.5820409328808
CMKLR1	1	1	1	1	1	1	1	1	83.3680734553246	1	1	1	1	1
CMTR1	34.5128404251048	1	1	18.0704147033947	21.7370054677302	1	1	1	1	1	1	1	1	1
CMTR2	1	1	1	1	31.0715446920652	1	1	1	62.7650114239915	1	1	1	1	1
CNN3	1	1	1	1	1	1	1	1	1	33.2197361598672	1	1	1	1
CNNM3	1	1	1	1	1	1	1	1	41.4695563584114	1	1	1	1	1
CNOT11	1	44.8748014047671	18.7673270971945	22.6241657339815	1	1	1	1	1	1	1	1	38.9222919574229	1
CNPPD1	46.6170111626458	49.1058265553827	1	25.6912523003178	27.990228875742	29.394826554224	1	1	1	28.4799900770693	1	1	57.8278203391513	30.0478869340924
CNTLN	1	1	36.2642699116974	54.1360158423267	32.7462499272819	1	68.7315308860257	67.1854032706749	1	1	97.1868979541644	1	34.6282373504879	47.6900119915508
CNTN1	1	1	1	1	1	1	1	1	1	38.3345712682266	1	1	1	1
CNTROB	1	1	22.7635829523793	1	1	1	1	1	1	1	24.6857356854763	1	1	1
COASY	1	1	21.739486844598	18.8790929521678	31.2304066342625	1	1	1	1	1	1	1	1	1
COBLL1	105.686904448793	1	1	20.8687177777083	27.598790494964	1	1	1	1	176.531608633416	1	1	1	1
COCH	1	1	20.8985298568759	1	1	1	1	1	1	1	1	1	1	1
COG2	1	1	29.2563584352746	29.043910356552	23.548053082257	34.6290815937632	30.2374824305314	41.7752195527282	1	27.343800213385	25.8185658683173	49.4351538185193	1	28.4065252582812
COG4	1	1	25.1212309827282	14.5122196235479	1	1	1	1	1	1	22.2312441846414	1	1	21.5583726199826
COG5	1	29.6819652547426	32.205320980496	23.151151701017	30.3647070116349	1	28.4987821702871	1	1	27.3675656077029	35.1383229830952	49.6035054748759	1	26.7741606881935
COG6	1	1	25.8596143440923	1	33.2967926680236	1	1	1	77.1863217627029	30.80797622967	21.231345516007	1	1	1
COL19A1	44.7099257649464	1	1	1	1	1	1	1	1	1	1	1	1	1
COL24A1	1	1	1	35.1169350768596	90.2127929136813	42.6005060668863	1	1	1	1	67.4450456742604	1	1	1
COL4A3	1	1	1	1	1	1	1	1	1	25.3932925559842	1	1	1	1
COL9A2	1	1	1	1	1	1	25.7269963190425	1	1	1	32.2463626714621	1	1	1
COMMD3	130.744497878835	47.8089775272441	157.23250234247	107.813771057224	184.703678675045	153.62556984857	59.307957617748	48.1988448194109	73.8870498127864	2400.22420764135	81.8258726663119	53.5780704857453	65.749641908486	125.85758184298
COMMD4	31.8908495527983	1	31.3456394462438	40.7360673291202	1	1	1	1	1	1	30.8383952492124	1	17.8985763017825	39.7646269884342
COMTD1	1	1	1	1	1	1	1	1	1	20.1752831671342	20.8802762335649	1	1	1
COPG2	1	1	26.9934674240092	1	1	1	1	1	1	1	26.948718050851	1	21.2634767481959	1
COPS7B	1	1	22.2205390314479	20.495610938154	1	1	1	1	1	1	1	1	1	1
COPS8	1	1	22.5883172404672	29.0229434607595	1	29.2525113121856	1	1	1	29.1076211422034	27.8965179701271	1	1	23.3390132614032
COQ2	1	1	28.4231130060584	26.4492084493638	1	1	1	1	1	1	27.6012309371399	1	1	26.9531951606088
COQ5	1	1	22.0079887268201	1	1	1	1	1	1	1	1	1	1	1
COQ8A	1	1	31.8698696473332	32.7915728627366	25.3216181475726	33.3499883630392	1	1	1	1	1	1	1	1
COQ9	1	1	25.0028942701231	19.1371061499319	22.1596280665315	1	1	31.8288440934229	1	1	1	1	1	1
CORO2A	1	1	1	1	1	1	1	1	1	1	23.6478574352228	1	1	1
CORO7	56.2456903973462	45.4827532396387	1	1	1	1	26.0193610846107	26.9576269192323	38.333917711584	1	1	1	1	28.7931978120237
COX11	46.2989597665089	1	28.5902189708479	33.1086201493161	37.4670319383071	39.7260557632033	1	1	41.2163758875553	1	1	1	1	24.2615625400994
CPA3	1	1	66.4254166116829	48.5602725575846	61.2724491755348	67.4545353231107	1	1	1	1	1	1	1	1
CPD	1	1	56.6778646889258	45.7905085215251	40.9554811170674	27.8872966254235	146.720105530181	103.889906555039	38.970430212217	1	154.017040876533	1	1	45.657487805823
CPED1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.6319947116955
CPM	1	1	1	1	1	1	86.7713156011066	76.361145195431	1	1	94.3240987675292	1	35.2248856869867	1
CPNE2	1	1	22.359562674951	18.6613907125447	1	1	1	1	1	1	19.9217309014786	1	1	1
CPNE5	87.4876098311433	1	1	1	1	1	1	1	1	341.755067569421	1	1	1	1
CPPED1	37.9803340553562	1	35.8749537061097	32.2361526647313	50.8731322846781	37.1371971874691	168.286129530364	220.999382367763	1	1	57.7016020920955	1	136.818402866156	110.217280036262
CPT2	1	1	17.5875045852914	21.9870440268476	25.4878235126492	1	1	1	1	1	1	1	1	23.4476578419563
CPVL	1	1	33.2205749474131	37.4895473127195	28.2752592877805	36.7694672278509	249.151430884694	203.9878024498	1	122.820163340666	87.9982695946881	1	178.881780573751	443.903886322315
CPXM1	1	1	112.626660566456	101.924205370305	91.4233134930282	73.5142541907781	1	1	1	1	24.2231089252584	1	31.9968234566491	29.4093354037248
CR1	1	1	1	1	1	1	167.422498184083	114.695724723084	1	1	49.9665987939927	1	1	1
CRAMP1	1	1	33.4380044996442	19.853405660864	42.011407866827	1	1	1	1	1	1	1	1	1
CREB3	1	1	1	1	1	1	1	1	1	38.988380904478	1	1	1	1
CREB3L4	1	1	23.785880855081	20.342277912278	23.6273072210072	24.5589037893624	1	1	1	1	1	1	1	1
CREB5	1	1	1	1	1	1	1	64.6436808141078	1	1	1	1	1	1
CREBL2	1	1	1	1	1	1	1	1	1	38.7602771143097	1	60.1895316034744	1	1
CRELD2	1	1	23.9189871178204	30.9173167183125	1	1	1	1	48.62171703562	222.18719634509	31.7940420118649	1	1	31.1241330123807
CREM	1	39.63657826765	1	1	1	1	1	1	36.792624034712	16.1815201255266	1	1	1	1
CRISPLD1	1	1	1	22.3635643438034	1	1	1	1	1	1	1	1	1	1
CRISPLD2	1	1	1	1	1	1	68.8758792617653	43.4100511582995	1	1	22.3494950105448	1	1	1
CRK	1	1	1	20.4606558107344	32.7077870587375	1	1	1	1	19.088378734298	1	1	1	1
CRNDE	1	1	32.1871322896972	1	1	1	1	1	1	45.8467009779874	74.2624583864406	1	1	1
CROCCP2	1	55.7251174154474	1	1	1	1	1	1	1	1	1	1	1	1
CRTAM	1	24.764400296659	1	1	1	1	1	1	74.8436078177545	1	1	1	1	1
CRTC2	1	48.9268186624847	1	1	1	1	1	26.0039036442397	1	1	1	1	41.2618898436225	25.7173338810902
CRYBG3	1	1	1	1	1	1	64.9148741060549	63.7128542065793	1	160.292339532964	50.3283846536851	1	48.7756580969783	61.0486983465677
CSF1R	1	1	23.5350326249201	21.3268889620704	1	26.4033976893928	56.0162630785428	83.8918350665461	1	1	21.5567330976963	1	91.8933288124442	75.1647787430792
CSF2RA	1	1	1	18.8987847863049	36.9719747626371	1	86.1247871482225	85.0556260135156	1	1	35.3506584036775	1	85.9665197766461	71.9468795509868
CSF2RB	1	1	1	1	1	1	1	30.5775072316022	1	1	1	1	44.4735799254545	1
CSF3R	1	1	150.772890918517	61.9396392385678	88.9380441217602	76.3933939785018	128.436637268995	186.090999111854	1	1	73.7375801666366	1	45.9960895574509	47.0632719345118
CSGALNACT1	43.8949253418917	1	1	1	1	1	1	1	1	156.094201515659	1	37.5352151693704	1	1
CSRNP1	1	1	1	1	1	1	40.5454718792003	1	1	35.4445915376794	24.8485608029504	1	49.8988992604894	1
CST3	181.787743266956	54.3577308064056	138.511034128525	179.656180185871	169.196175309546	223.474733318264	690.790660308046	827.594039183108	73.6101454693005	1	425.536551696444	1	1054.74629477598	1217.26939139247
CST7	1	320.186988917176	130.677854351266	35.9149853803953	35.7325449486129	42.833083636246	1	1	652.84906593602	1	32.2366848402494	1	1	31.1813970211064
CSTA	1	42.4600188242914	256.644227182515	109.9219421533	50.0294240791707	113.109079517727	1043.22634649451	923.855097620995	29.21360940802	1	1301.16761732799	1	578.556828369473	309.142533698132
CSTF1	1	1	24.6694561937276	27.129484991138	1	1	1	1	1	1	1	1	1	1
CSTF2	1	1	1	17.0445774125095	1	1	1	1	1	1	1	1	1	1
CSTF2T	1	1	20.8816955792017	33.7307725049238	26.7053200878905	28.4573335994993	1	1	1	1	1	1	1	1
CTC1	1	45.5430853458613	1	1	1	1	1	1	1	1	1	1	1	1
CTNNAL1	1	1	24.7095289676764	52.8712175703289	1	1	1	1	1	1	86.6215332691637	1	1	1
CTNNBIP1	1	1	21.6871991723655	29.4324639022308	1	1	1	1	1	1	20.823494461334	1	24.6888706668684	26.7999705898573
CTNND1	1	1	1	19.2314100540351	30.1223526784716	1	1	1	1	1	1	1	53.7746470632585	36.6956184541958
CTSG	1	1	450.744344353557	88.5277615694431	36.8481484637534	58.9728822958104	158.689230112599	45.7103159511094	1	1	1461.00436100202	1	68.8165521270158	106.595903877114
CTSH	328.113402179026	1	1	29.5152799288148	1	1	299.332316734159	332.766356725676	1	57.6583159195423	81.350233605852	54.1715806689595	264.243473843509	265.069967312614
CTSL	1	1	1	1	1	1	78.1107953460844	59.0610590535012	1	22.9558413426125	35.3866468867724	1	1	1
CTSO	1	1	1	1	42.466006534853	25.5441382206289	36.1615615442239	33.6692831649	71.6179278387408	70.6245808866835	20.1429818635252	1	1	43.14407492715
CTSW	1	134.811725745995	40.9636437545038	77.4727305194359	57.5695579656191	70.4861901802016	1	1	384.618744849482	1	1	42.8910682760796	1	46.1888180163688
CTSZ	41.8351908298629	1	1	1	1	1	84.7449588912602	67.8634423701946	1	41.8793260756037	36.678506683465	1	60.1400322592853	61.7175569708212
CTTNBP2NL	1	1	1	1	1	1	1	1	1	1	1	1	1	25.2659067006568
CX3CR1	1	1	1	1	1	1	54.3953147272127	102.058948495742	274.672454139312	1	1	1	41.5694531460768	67.7473652681816
CXCL16	1	1	1	1	1	1	1	1	1	1	1	1	30.8065332307441	1
CXCL2	1	1	1	1	62.5048001463115	40.9228836654749	39.9014052644798	1	1	1	1	1	1	1
CXCL8	1	1	59.8172201148571	1	194.069848647459	119.656444054343	1076.11069325476	412.894547883994	1	1	455.50423665601	1	257.029939214696	1
CXorf56	1	1	22.6525363548421	26.6466991719293	1	1	1	1	1	1	1	1	1	27.3580370029203
CYB561	1	1	1	18.6528956768964	1	28.0838395058298	1	1	1	55.9952975105088	1	1	1	20.8028246707047
CYB561A3	88.3056328334812	1	1	1	1	1	1	1	1	1	1	1	1	26.7915429862077
CYB561D2	1	52.9763738843971	23.5001262378544	26.6535225458654	1	1	1	1	53.6852820629904	44.863127969286	18.6909802444406	1	22.3772267862545	26.0450775081482
CYB5A	1	1	24.2621162661379	36.5169629264381	1	25.2664608740571	1	1	1	32.6984744331631	27.2291032208289	1	1	35.2519863554116
CYBB	478.677322309973	1	34.9762214510932	69.2889017489941	104.426326245868	70.7917740979815	880.770503085575	944.417485603171	60.0987451348517	71.4411185277869	405.662678793249	1	251.76159354884	392.743226138993
CYBRD1	1	1	29.2658026635413	29.3395887720268	31.7564208960742	31.0103581704053	38.8643405681287	1	1	1	26.0205782411482	1	1	59.2453602855453
CYFIP2	118.373303309516	64.7870711208046	1	30.7586966155099	41.0457421332172	37.0359184495847	1	1	207.700504608898	1	1	192.733702381885	1	1
CYHR1	1	39.3564300889246	27.1533254513261	22.5856791344733	1	31.6598262291168	1	1	1	61.4046277415882	25.6950131606287	1	1	1
CYP1B1	1	1	1	1	1	1	52.1841801303515	112.80924381231	1	1	1	1	1	1
CYP4V2	1	71.2994536523972	1	1	1	1	1	1	1	35.9188196048227	1	1	1	1
CYP7B1	1	1	1	24.1453581204362	45.7284310939714	1	1	1	1	1	1	1	1	1
CYSLTR2	1	1	1	1	43.6254167847544	1	1	1	1	1	1	1	1	35.7786613480607
CYSTM1	1	1	1	1	1	1	30.354458435473	1	1	19.625447469285	27.1174510417753	1	1	1
CYTH2	1	1	23.9006295874097	19.4040267565269	26.8760680845021	26.3682668129456	1	1	1	1	1	1	1	28.6115066427151
CYTH4	101.688291268196	1	1	26.7425069545493	35.9497044108285	35.3908158795218	35.6309866522732	36.5070426604176	55.2802174044629	1	1	29.1122816060996	35.2722125262835	69.0136866356555
CYTL1	1	1	125.85348315805	82.0711428552566	106.275983900895	91.2001771832782	1	1	1	1	1	1	1	1
CYTOR	1	79.8386563489614	29.509805257317	68.7657138887676	54.4663368920496	57.4156223074765	1	1	77.4834131168305	254.362721284308	20.066454453143	1	1	44.3662870088189
DAB2	38.1669730327386	1	1	23.083510862222	49.5782897068408	1	1	1	1	1	1	1	34.5893598934004	63.2962244953894
DACH1	1	1	26.6373415152355	29.7789523317288	65.6247751851525	50.7469885994734	1	1	1	1	43.3084446339438	1	28.4752139408479	1
DAGLB	1	1	46.4927141037699	22.6565566553045	26.2161313939508	1	1	1	1	1	1	1	1	1
DAPK1	1	1	39.7045004043362	39.3334718378791	105.855882973316	66.3355444049569	1	1	1	1	1	1	41.0348599609343	27.9045658505487
DARS2	1	1	21.0722837442384	28.0823932605664	1	1	1	1	1	1	1	1	1	1
DBR1	1	1	18.3969862719668	28.1761553346006	1	1	1	1	1	1	1	1	1	1
DBT	1	1	26.9280017845781	26.1029747975762	34.8874106648245	1	1	1	1	1	1	36.3385277900512	1	1
DCAF1	59.1421409474677	1	25.938746053398	21.5509399080563	23.3670999481604	1	1	1	1	1	1	1	27.5467147836969	1
DCAF17	47.3590188271212	1	27.3534366126342	31.449509740956	33.3832559340775	1	1	1	1	1	22.0827025658609	1	12.621952135666	1
DCPS	49.3101158044381	1	22.4641695078434	41.9255398766238	22.7600620075357	24.2083959818125	1	1	1	27.3300423091845	26.2729495682073	1	1	1
DCTPP1	40.1093403904551	1	54.2613144840057	99.1472865761267	31.5134529390262	57.8868585614811	1	1	1	1	27.9913020693617	1	24.0421239170024	41.5149846560606
DCUN1D3	1	1	1	19.9986618053109	1	1	1	1	1	1	1	1	1	1
DCUN1D4	1	1	28.8289304262437	33.9543295005176	33.6484258036664	1	35.2838666502653	1	1	17.6062310295128	26.2388264149505	40.9865311782437	1	22.1762536474246
DDB2	1	46.5102771342107	18.5922998345365	34.2441596416322	1	1	1	1	1	1	42.7513722127832	1	28.5680543586807	37.934375279263
DDHD2	1	1	24.1032427304065	29.5168361204859	30.239071400756	1	1	1	38.5682492449292	1	1	1	36.8244143456895	1
DDTL	1	1	1	16.8725886144142	1	1	1	1	1	1	19.5400537045081	1	19.2605306323421	1
DDX11	1	1	21.9926376468491	34.6745207359397	1	1	1	1	1	1	19.9145607713539	1	1	1
DDX19B	1	46.9049799344474	20.6263721442451	21.3221035054203	1	1	25.1783711181267	1	1	1	24.1804568337916	1	22.301287687787	25.2946552476804
DDX20	1	1	27.9180717092951	26.2362780348744	1	1	1	1	1	1	17.4199005632776	1	1	1
DDX31	1	1	26.8289168332021	19.7068431548722	33.4936569984659	1	1	1	1	1	1	1	1	1
DDX43	1	1	1	1	1	1	1	1	1	37.167378626535	1	1	1	1
DDX49	1	1	27.5908534477444	37.267705623448	22.6154190894835	25.5990213865455	1	1	1	1	1	1	47.3525283833685	26.857104936956
DDX51	50.7837542849517	1	19.255409066356	1	31.8056320789333	1	1	1	37.3162088846352	1	1	1	1	17.7384950996732
DDX55	1	1	39.8501857355308	40.2210694660558	26.2534765727184	26.0906476581982	1	1	1	1	35.1489482667873	47.2634298234488	34.2239204071338	1
DDX56	1	1	27.3789966024234	30.5149946524941	28.1270537032791	1	1	1	1	1	1	1	1	23.2742880338168
DDX59	1	1	23.5492710367101	21.2805551106682	33.7034519089701	1	25.5007591741343	1	30.0422189287782	31.1641781272739	23.0673098125543	1	70.3797140608029	1
DDX60	1	43.1804166413851	1	27.8130803694589	27.6479226285463	1	30.0078154643108	34.0917793889177	63.3019483916434	1	1	44.7281636168524	1	26.1077243110178
DEAF1	1	1	1	25.0964185632553	1	34.1992472098745	1	1	1	1	1	1	30.6598806155403	1
DEDD	1	1	1	1	1	25.2914939600074	1	27.9350367245946	1	1	1	1	1	1
DEDD2	35.7895980196421	1	1	1	1	1	36.4367911993336	26.6284440576237	1	24.6005156245684	1	43.031277563726	55.5368930062258	27.577621949442
DEF8	1	1	1	1	1	1	26.8804528317402	44.871793004578	1	40.1324673178909	1	1	33.0856935241238	1
DEFB1	1	1	1	1	1	1	56.3969195282389	1	1	1	483.244412770996	1	1	1
DENND1A	1	1	1	1	1	1	40.8136698256594	1	1	1	41.4012088756155	1	38.9948258202765	1
DENND1C	1	1	1	1	1	1	1	1	49.7666167142065	1	1	1	1	1
DENND2D	30.3218932822453	65.6103349740624	1	1	1	1	1	1	118.064696213549	1	1	91.2477444209371	1	1
DENND5A	1	1	24.3633180169839	1	26.3915489622043	1	46.4553799552235	43.0774333333953	1	1	22.9493772547449	1	31.4887009634422	1
DENND5B	90.7821709264533	1	1	1	1	1	1	1	1	171.60682944476	1	1	1	1
DEPDC1	1	1	1	33.7148015139175	1	1	1	1	1	1	1	1	1	1
DEPTOR	1	1	77.7307297097366	33.7784015490788	49.3150323882178	45.1083737569819	1	1	1	28.9025713778768	1	1	1	21.1877192501055
DERL3	1	1	1	17.9059865987006	1	1	1	1	1	219.27155794792	1	1	1	1
DESI1	1	1	19.1916453232471	20.5047423526846	1	1	34.8332454225764	1	1	71.7916783237071	29.4810079640384	1	1	1
DFFB	1	1	18.8334422243298	1	1	1	1	1	1	1	1	1	1	1
DGCR6L	1	1	26.8177226501544	37.2145405293367	33.3611413625273	34.8717145488925	1	1	1	1	20.4280397108555	1	1	29.4243613252075
DGCR8	1	47.5442427695692	21.4981956068208	30.1701137012508	29.7492201822692	1	1	1	42.2545420854161	1	1	1	1	1
DGKA	70.8266881966955	94.5431643497635	1	26.9674065929094	39.4007273002427	1	1	1	54.075269663568	1	1	174.034186004919	1	31.6373485541698
DGKE	69.6467028223301	78.8318570723952	25.1867798084177	31.6502141763963	54.1476807902622	1	1	1	66.202674734064	47.5145766780174	1	59.76844543428	36.1897121513897	1
DGKH	1	53.6990344598031	1	26.7358924763955	27.7769782196912	1	1	1	1	1	1	46.0596926437497	49.3053799273877	1
DHDDS	1	1	1	1	1	1	1	1	1	38.1445019511408	1	1	1	1
DHFR2	1	1	1	21.7742344260665	1	1	1	1	1	1	1	1	1	1
DHPS	1	1	28.4604122454473	31.6352738470928	26.0065939071445	1	1	1	1	1	1	1	32.2120588425682	21.1314170644516
DHRS3	1	1	1	1	1	1	1	1	80.670887175507	1	1	1	15.1333463719981	1
DHRS4L2	1	1	17.5967287804496	28.0751119707096	1	1	1	1	1	1	1	1	1	30.6020916577613
DHRS9	68.0387156677295	1	1	1	1	1	32.5575359332993	53.1170355947513	1	1	43.7117246987058	1	86.3234157981863	76.2804302880522
DHX16	39.5261344937367	69.5997792567585	22.5548625366594	29.7266803738761	1	1	1	1	68.8807059238987	41.5575786973337	20.1439811205061	1	1	1
DHX32	1	1	29.0378038180161	31.7562884743659	23.6843758418101	26.7831511525101	1	1	1	1	1	1	1	1
DHX33	1	1	34.7086473304617	24.8370723838841	23.373236642973	1	1	1	1	1	1	1	1	1
DHX37	1	1	21.9023949960526	17.0613792541804	1	1	1	1	1	1	23.377418434327	1	1	1
DHX57	1	1	1	1	1	1	1	40.6431335565471	1	1	1	1	1	1
DIAPH3	1	1	24.6988499070458	32.9673632561766	1	1	1	1	1	1	36.6767448895832	1	1	1
DKFZP586I1420	1	1	1	1	1	1	1	1	1	1	24.0779564199154	1	27.0019734655899	1
DLAT	1	1	36.2040201238195	54.9744338938805	34.2967012232494	40.7236112958403	1	1	1	44.3535520125434	1	1	23.2603293838852	23.0320269384353
DLEU1	1	1	18.991968221984	1	24.9887921418167	1	1	1	1	1	1	1	1	1
DLEU2	1	1	1	1	1	1	1	30.1278492637111	1	1	1	1	40.8017959657315	1
DLGAP5	1	1	40.5944634773534	45.357347699588	1	1	1	1	1	1	21.4318927743495	1	29.3876976173399	1
DMAC2	1	1	23.9130140085518	20.5879508805442	1	28.8538474744336	1	1	1	1	1	1	1	21.2158085012344
DMAP1	1	1	27.0356225053226	37.1545328570441	25.9446451168696	31.216432036331	1	1	1	1	22.8991694007492	1	1	22.5423131947992
DMXL2	41.7472349994602	1	75.6118611712167	39.0758033503984	56.0738227764111	48.1845410863214	380.627012439282	257.90732519086	1	23.8264416051817	221.667287328992	1	106.734255557812	81.5966513400886
DNA2	1	1	26.0337281450459	42.2049500553389	1	1	1	1	1	1	1	1	1	1
DNAAF2	1	1	35.1938826442881	45.7423470808381	39.8887885647625	37.7060952469566	1	41.9289263970213	1	15.070697202554	1	1	1	1
DNAJA3	1	1	21.0843363197185	20.4306476072641	1	1	1	1	1	1	1	1	1	1
DNAJB2	1	1	1	1	1	1	1	1	1	25.6538156491871	1	1	1	1
DNAJB4	1	1	1	1	28.3649965819547	1	1	1	1	1	1	1	1	1
DNAJB9	1	1	1	1	1	1	1	1	1	441.465099644795	1	1	1	1
DNAJC11	1	1	1	21.3208035049292	1	1	1	1	1	1	1	1	1	1
DNAJC12	1	1	29.6049679251417	23.3511005545901	1	1	1	1	1	1	1	1	1	1
DNAJC14	1	1	18.3047625203916	20.4873770617227	1	1	1	1	1	1	1	1	1	1
DNAJC16	49.7329555090772	1	23.7124606912841	23.1634401189924	32.7141032931338	1	1	1	1	1	1	1	1	1
DNAJC17	1	1	19.8676310179255	1	1	1	1	1	1	1	1	1	1	1
DNAJC24	32.3353818285194	1	17.3445652591884	1	22.6282385337528	1	1	27.8666665344244	1	27.6269904091252	1	47.1714434602382	1	1
DNAJC25	1	1	1	1	1	1	1	1	1	39.7837692544601	22.2751711694573	1	1	1
DNAJC5	1	1	1	1	1	1	28.296260157484	1	1	23.0444434004187	1	1	54.8209035068335	28.4633156423184
DNASE2	1	1	1	1	24.1065075960607	1	61.5862247051803	50.3862248943568	60.4317130117428	48.8535911999082	1	1	31.6904062008973	28.4500478461044
DNLZ	1	1	1	20.1785555876452	1	1	1	1	1	1	1	1	1	1
DNMT3B	1	1	1	25.6486186483537	1	1	1	1	1	1	1	1	1	1
DOCK1	1	1	1	28.5906879437424	61.7887196714385	34.430989324075	1	1	1	1	1	1	1	33.3001475670462
DOCK7	1	1	1	19.3494049658754	26.5870147442589	1	1	1	1	1	1	1	1	1
DOK1	1	1	45.9609339348405	28.4932131861599	38.7999125442985	37.5690759347762	1	1	1	1	1	1	1	28.0778166295245
DOK2	1	93.655982248087	1	1	1	1	89.556012075323	120.170590328438	112.433041594865	1	27.6481905681316	74.815735188657	64.0389567030289	94.2142809758553
DONSON	1	1	1	28.8333820425972	1	1	1	1	1	1	15.6610677870608	1	1	1
DOPEY1	1	1	1	1	27.5262515794905	1	1	1	45.8082738207149	1	26.5614966153459	32.2702990491406	37.9232967115593	28.0746242250522
DOT1L	1	1	1	25.4242806677705	1	1	1	1	1	1	24.7438578585138	1	1	1
DPAGT1	1	1	1	23.9041765240836	1	29.9457611101739	1	1	1	33.5591894884069	1	1	1	1
DPEP2	1	1	1	1	23.3055543532106	1	32.6963722682376	39.9576173403427	1	1	24.2593963426211	1	1	30.0723769349259
DPF2	1	1	21.1957417326581	33.0088256151324	30.3398678107036	25.1752873661374	1	53.2578987848557	1	1	1	1	1	23.2592236821683
DPH5	1	1	20.8924193277165	18.2464861720402	1	25.5585539977865	1	1	1	1	1	1	1	1
DPH6	1	1	1	1	1	1	1	1	1	1	26.1716299579057	1	1	1
DPM2	1	26.2951914307001	1	26.9695034962272	1	1	1	1	1	38.5447095017117	1	1	1	1
DPP4	1	1	1	1	1	1	1	1	1	1	1	74.8324961715997	1	1
DPP9	54.7849328530506	1	20.8537472726224	20.8507034468738	24.7988077001611	1	25.8529208188479	1	1	1	22.0164601590318	1	1	1
DPPA4	1	1	1	31.2073266278571	38.0349051809417	26.0386978462449	1	1	1	1	1	1	1	1
DPY19L2	1	1	20.1139220891139	1	1	1	1	1	1	1	1	1	1	1
DPY19L3	1	1	32.5845418463395	1	21.7423718968161	1	1	1	1	1	1	1	1	1
DPY19L4	57.9582575235413	39.3302636741635	41.8771965781577	45.1073103760823	51.9757899224007	33.393056649614	1	1	1	1	25.9267173964348	1	1	26.8125169842156
DPYD	1	1	1	28.2096152106287	35.4745377336995	1	140.125629537345	193.694453300544	62.5067073773281	32.4716897044894	66.5789044823838	1	141.415473842951	75.715358232746
DRG2	1	1	23.170244023091	29.2906620315422	1	26.9207779049913	1	1	1	1	1	1	1	25.36553899616
DSC2	1	1	1	1	24.2909732199323	1	1	31.3716352785262	1	1	1	1	1	1
DSCC1	1	1	24.3221727436015	35.4625854146309	1	1	1	1	1	1	1	1	1	1
