NAME	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells
GOLGA8O	4109939.55059581	5235063.36144311	5068304.1441668	81938500.1668729	4959453.27603394	4888489.69936755	81637500.0666155
GOLGA8R	11396901.5753874	27324999.9612736	10587250.0137026	24056500.0058862	19627999.9874436	39560999.9760221	1120755000.38699
GP1BB	9450817.37760893	6068507.21637473	5468800.00204134	5570726.54740184	7011195.80076917	199315000.012357	3935099.99387998
GP9	7519399.99213224	5463512.89624558	3486008.05612873	5004900.54433823	8633663.92644162	240100000.024161	5204153.75825617
GPA33	10803812.4335785	842804999.836679	145840000.025703	35886999.938997	11777876.9687742	431600000.569449	13497499.998921
GPR183	30510586.5503433	271310000.345298	105655999.973975	175280000.333856	8747073.27164532	5022388.70559497	122751596.654082
GPRIN3	19528999.9832622	1949100000.21948	1546499998.3697	308125000.43784	211599999.957016	110532499.829299	1703200001.23433
GRAMD4	96105999.7945767	8113273.88912226	16938500.0154127	343475000.997449	38155499.8993222	164520000.168645	121170499.68398
GRAP	786759999.057582	910594998.359549	288924999.526947	45841499.8590419	31931000.0035182	9554483.06645215	144239999.808149
GRAP2	184900000.244404	5235199991.67955	6625249998.6595	34068499.9741273	51029500.044499	32803500.0688015	2303534996.88052
GRK3	87931000.0066187	4463133.89724752	5249295.12085615	79297000.0300913	75373499.8889117	238119999.899153	6221833.62687833
GSDMA	76216999.8160197	72260999.8475315	42317500.0102281	15192901.7349691	3712759.60891897	14879660.2306169	20435499.9599858
GSDME	7279262.39852036	4844554.64111022	2531154.77652589	77117499.9547886	3998120.68591317	18172000.0332725	8501150.00604489
GSTT1	110547499.914877	47093999.9787807	41974499.9513159	4237745.63968891	462314999.922332	38513500.1154475	122759999.729334
GZMA	1932524.4933251	83215500.0641603	25918499979.6858	6140749.99509928	5155849.99247605	16437999.9899307	33581499941.8696
GZMB	4276703.47570655	4273522.60461895	12106750.0190161	339739499.956159	8557400.00896665	10774799.999086	3802830010.65421
GZMH	5592572.51757628	10403849.9756671	3260249993.4741	39670950.0852893	6691799.99708169	10315549.9892033	7704899998.57506
GZMK	8850840.66539806	32259999.9820139	6324099998.83082	7027631.41458795	11841646.982358	10106899.9837635	3533775009.27618
GZMM	2586149.99565026	25244500.0507614	7787899993.17534	9843799.99099904	10300785.2230023	7594499.98474609	9266400007.11152
H1-2	22737999925.0965	6939050009.20524	8302900008.47928	3255550002.77625	11195500022.4693	3039749993.56725	7744700008.73673
H2AJ	56181000.0990634	1108350000.95334	121549999.748811	262720000.165114	58982999.9384784	3854931.54281805	288654999.85326
H2AX	97048000.0731328	13880999.961448	10496950.0020133	10122499.9873435	4192851.3343569	6326299.99813064	26310999.9918671
H2BC14	30488500.0066395	3730873.60585167	3415060.05381358	3062597.60019926	4980165.02324208	5052342.60904155	3128483.35242971
HAAO	79928499.994937	6859296.82979188	6638453.03495927	329125000.527247	177790000.092343	263384999.877804	13082950.0119699
HASPIN	6627333.83638778	4454094.33308594	2806750.9484937	7379254.76794578	50190500.0243203	4655512.03365797	6547122.5901703
HAVCR2	6632058.88164741	3817880.26470566	3136407.95957814	91534000.0718563	7422519.99190923	110509999.931756	197545000.484845
HBA1	10380900009.359	3043900003.10732	2130300000.4535	5704650006.58312	4447450003.60677	2904999995.7114	12813999970.5036
HCK	1755199999.04679	493954998.861013	696979999.001608	4576350003.49471	15034000012.1478	25859500022.3587	1484349999.44406
HDAC7	118214999.638078	132835000.030076	186580000.133159	51987999.988299	116345000.200263	134240000.002654	477220000.909623
HDC	6820686.9902358	4057554.24629499	2531180.85765509	4444974.37175091	101297999.906224	132705000.068182	3181622.98878359
HDGFL3	43170009.3242633	121414999.991948	305539999.75685	151535000.15881	8576228.98047129	38030999.985024	1699500000.91031
HEATR5A	8106430.52219422	56794000.0301205	44713500.0089791	115149500.030209	18782714.9139982	554529999.840818	27504500.0130648
HEMGN	5373208.5265558	2690683.05529686	2488567.29717803	4069763.76838611	74301000.1487214	3994179.7047471	2870420.93245624
HERC6	4768826.80161315	19052499.9780331	9941685.07475443	4568205.79096626	315520000.593347	13318117.3945261	5053308.24316766
HHEX	30194500.0002338	3601757.90770417	2763125.30716346	48984500.0559424	9470334.94801241	4496484.03507212	3901786.6129643
HIC1	4638219.71345021	4487358.27695427	3494539.97910168	3444374.06824041	93896000.1384285	53220999.9534107	6461904.20044057
HIP1	22806500.0486437	43035499.9895182	53086000.0126757	5330349996.46628	4764600001.69496	987490001.866468	690495000.070576
HK3	737950.001032239	443844.999944203	210070.000375015	5567050.00248836	41512999981.7535	24688499984.7736	214080.00007138
HLA-DOA	788370000.100085	7156833.19106589	5434927.53923325	55572000.1247325	23295500.0026708	7246498.29253628	12132999.9756387
HLA-DOB	830794999.413038	3826078.2340501	4375041.22967917	5312653.63725459	3917113.68786393	4345475.50475081	5401868.84127918
HLA-DQA1	53483160.6123352	7987154.06436776	8302365.21176918	367379872.621662	19769698.3055826	284294816.640812	10700392.8961647
HLA-DRB3	143670000.029487	6508016.47096064	6665672.41927906	3137449997.63647	4127559.02377152	558240000.429652	6910630.47641567
HM13	33096304.2598409	38749618.1381135	36969862.0151279	355177934.455961	27012041.0108215	94194232.9589971	50455945.2928369
HMGN2	8623349994.07827	379505000.082102	316914999.534186	622020001.539855	720649998.261711	516580000.72568	464360000.412269
HNMT	5930480.45203164	5751670.33878265	5616658.79972002	181993264.495524	12676018.6491417	1941750000.58797	6223153.89854671
HNRNPLL	151455000.143487	2832950003.56771	1240314999.45257	702665002.176061	1760299997.6463	1142899997.41189	372544999.228547
HOOK1	187610000.075346	329025000.212682	239384999.911054	66759000.0358375	7802898.02683291	32566000.0122755	141040000.054308
HPSE	3531150003.40423	710154999.693247	1014325000.22513	2611899995.5354	645409999.887856	5599700007.55987	439104999.88347
HSH2D	64638999.812866	11218500.0125827	22361500.0531764	15102000.0102299	192414999.620937	6163417.65769019	163250000.228906
HVCN1	5000949995.3176	188854999.658255	204480000.010817	3227999997.82099	12473500021.3659	4500999999.27875	3293699996.92282
HYAL3	8213883.5045942	8372707.0335212	9217266.64115045	7227749.99892681	184254999.63706	13983500.0105522	65937000.0245197
HYI	4902970.90125274	52496000.0052133	26003499.9713512	158810000.085541	131024999.937142	9513607.11339981	39640000.0418296
IDUA	6057777.6063723	154150000.003209	789174997.580658	120720000.250573	1301800002.07101	412500000.04571	1257199999.1687
IFIT2	35659000.0528809	13441000.0035755	12470500.0063489	5672906.49417508	78395999.8698581	248680000.439887	15146300.0081323
IFITM3	3800853.81564694	149334999.847709	193565000.079004	90003500.0282987	243809999.839186	121064999.802077	362224999.695492
IGFALS	7689977.62782209	66655000.0571291	23666500.0418879	80823499.9867785	16315499.9864955	13633499.9759183	3554988.63646724
IGHD	231285598.38969	13016130.1806046	6598562.49242231	25278006.5529941	29460557.6867956	17644910.144826	2798941.33508625
IGHE	3914349.99305609	2310640.0242945	1331999.99790585	935144998.853393	10614421.0395301	3309945.16950438	3318679.11923515
IGSF6	6005699.92890624	5189113.24391743	5134259.31470686	91143386.1084117	10712731.4893349	201265000.084623	4569178.96850123
IGSF8	125085000.079978	132960000.001766	308280000.129014	12655000.664707	16642500.0353427	29969499.9942885	116020000.109016
IKBIP	26266663.5577352	21630251.7586642	25888302.8396259	148036508.638562	75782991.322152	397830080.308324	103443051.275847
IKZF2	12110547.5709881	40814499.8924489	96237000.1562645	11189749.8139309	556060000.540231	22323000.0158946	186799999.712052
IL17RA	7791754.33359996	67690000.1139108	76025999.9955936	53795499.988695	314610000.801069	130689499.743556	84545500.0960809
IL18R1	13578539.9385649	70477500.0273247	111574999.931255	247790000.121168	95656000.1470547	3961578.08878964	816814998.917199
IL1RAP	7453214.57205484	33384000.0716659	39397000.0387283	58611500.1041585	194019999.750361	207550000.419062	80529000.1314753
IL1RL1	2673829.25437668	66372499.9646945	145395000.137377	6283967.55137952	5364548.20770047	4974861.08970056	3870113.52698235
IL2RB	5047482.2552627	14124500.0096748	39931000.1113936	6170776.28297831	3948575.42374254	11191275.5302368	1630250004.00085
IL7R	4774232.93450685	38740659.4508849	86949008.2093842	3910812.35143677	5107426.77140669	5086398.54851848	31553923.2152891
IPCEF1	24959499.9805142	851964997.836094	748199998.112702	127939999.904068	359335000.524531	66872000.0857252	251224999.995515
IRAK3	6085601.25784845	8155750.00661406	19305000.0050349	118099999.893643	96118999.8823083	2104600000.19314	19206999.9907458
IRF4	150304426.708566	12427778.3128365	3946343.45747714	91765713.9427159	5465273.22996987	7763931.06245623	11013038.3406849
IRF5	32263862.6285125	10886548.0815231	6368473.0737109	214988020.925595	8509171.35391796	250870569.192843	25308705.9509144
IRF8	1868799997.18762	9418549.99305393	20254000.0023744	5275200002.16029	5461192.09419056	140699999.971568	115838999.873485
ISG20	3724000001.92117	2758499999.32986	1933900002.74305	402599999.038753	64837500.0750558	120624999.859473	1251699997.56587
ITGA2B	13106500.016727	3686500.00452762	3214049.99313634	137451500.003662	30343500.0328982	7997049983.75731	2628750.00237966
ITGAM	14113500.016858	27008000.0152074	2332249998.15009	1189500000.43528	87682999990.7721	35256000007.4886	43787999984.903
ITGAX	3475549.9885307	3961299.99994097	5925349.98293463	8254271484.57176	1586899995.84284	14648000025.0323	11643499999.108
ITGB3	16855378.8815244	3443194.58923481	4460721.596906	83328499.7992014	5840991.04004405	6631249986.78848	1168700.00169998
JAK2	153140000.088093	342004999.824676	616555000.15079	1725849999.51364	678930000.607547	913640002.015996	906949998.065693
JAML	116519999.97161	6479666.13405313	24659000.0253592	633075000.087499	1077250000.13618	98460999.9853011	32451500.0215973
JMJD7	9784769.75269667	247174999.809151	201005000.234178	25522499.9521237	9721279.21102186	70602000.0128119	183539999.731893
KANK3	9671293.30743145	103925000.12239	104080000.132664	21748045.126035	59475500.0245748	27750051.110312	242954999.775795
KAT6B	8854916.85112096	114729999.698933	110949999.957898	4629779.86855188	14425879.9694606	631969999.413616	87600499.992772
KCNA2	4933426.77740065	23953500.0000178	46534999.9959287	4586286.0768673	5558279.38252584	3570480.04156232	3457127.34810342
KCNA3	4831966.13004442	121994999.959058	143869999.651109	8048780.40371378	3400877.48702683	15228184.4200519	3357282.96517625
KHK	4951099.62861264	5499409.71491708	2725758.1533483	4681826.27153656	147275000.399678	6320982.94519562	3844898.25700354
KIAA1143	280470000.320877	192360000.383829	227909999.89084	150500000.390839	9003428.76748526	5394941.19097502	181299999.893401
KIAA1958	4549468.73492505	3341665.71265216	2576120.37571197	2464283.75139747	9624050.15093011	84338999.8968683	3623751.62500344
KIF13A	5650277.78556855	8390661.55054506	5207378.19323229	9875811.22017544	101728000.009845	124395000.213255	6007565.64083598
KIF21A	74506500.0554504	188689999.885199	924885000.853748	30375999.9768499	110195000.024984	38162000.0525591	350120001.136918
KLF12	65416500.0191859	184564999.676905	183599999.778767	35096000.0437301	10244492.5124094	6695239.06981377	221850000.42032
KLHL14	188639999.68436	26814499.9754311	9550095.32807346	13703650.0043581	69898500.194008	149904999.801538	4090531.04685079
KLKB1	22194500.0200078	561889999.797997	55446000.0412648	1122749996.87016	698230000.961374	442335000.0507	64044000.0213781
KLRB1	4753699.49988602	47899499.9984597	12332844.1028928	8239971.46568317	6020565.15832598	4391863.15723835	241610000.5846
KLRC1	6804413.75518904	3236621.17156068	3735897.3413489	4203700.574073	4116332.18656051	11340344.5120992	815055001.026669
KLRD1	7042825.97809417	3285788.14077139	24071999.9788294	4821533.8945901	4483195.30719324	4373149.0879403	368289999.134731
KLRF1	4260676.44162748	14200499.9714825	50775000.1331038	55331999.9915431	8271730.81189479	46759500.0554037	154764999.785691
KLRG1	4706234.80189635	4784607.32048444	290129999.709753	5800454.34311183	5062130.15305526	3710675.64444778	25203208.5970558
KLRK1	3748996.13761727	4259372.30046865	79838000.1175148	5040444.60872937	6204304.40991321	4582681.38028166	90422000.1976416
KMO	3440099992.12349	3820666.38071208	2350981.07532921	200051499.812979	9897849.99044121	67546499.9208959	3313666.92285966
KNL1	142064999.897414	54936499.895413	5101613.24788448	5542361.11636043	96163499.8729101	36909500.0355386	4536348.50072243
KRBA2	22671499992.2467	6017499994.6351	4438200012.66176	12009500017.3153	2766799998.72958	4089450009.08815	6719700020.33298
KRT2	132625000.313716	77245000.0637922	313364999.345951	11296336.6077667	27384000.0777078	6259942.47278646	18545000.0447168
KYNU	1444399998.22173	4699749.99371263	5350899.98406787	3479800007.76608	9143450.00236156	2798599999.89726	3915535.9129974
L3HYPDH	8995380.63157316	7217751.67913099	6158133.55347308	66876500.0275764	3500624.66196173	33399499.9605085	57848500.0895531
LAIR1	229520000.493743	122660000.206645	226564999.868525	266514999.934166	464134999.468139	872634999.388459	725069999.493598
LAMTOR4	258844999.882876	76165999.9262727	200804999.686215	490364998.928356	819815000.659245	455240001.290159	149940000.183814
LAT	5818803.53745692	374430001.212132	286274999.272433	4592255.81194927	6436964.10445789	9605899.79459995	93945500.223803
LAT2	699935000.589923	7236636.46243811	4872982.41369434	149584173.616941	393945000.526132	67655000.15369	397065000.075129
LCK	372099999.906995	11210500026.0262	15044000021.1735	20486000.0290571	17399500.0162003	26715999.963506	7138049982.18349
LDHD	4804695.33742427	5078817.40358091	3821651.88477907	3642406.71348957	5221174.74574417	191360000.244762	3086872.02206454
LEF1	6837954.16779646	629629999.753708	162454999.793918	10091261.8981231	8585444.11307571	47159500.0125304	153569000.276587
LFNG	42100999.9911096	4891411.58321392	4510467.91861188	3257280.53786927	14902701.3388673	6492311.86856207	3190754.20336111
LGALS9	2001050000.48827	493884999.731681	72146499.9911722	2843599993.84025	657269999.911222	4427900000.8579	386794999.553218
LGSN	5472806.51620222	154480000.33543	246125000.150117	14255174.1016672	10218876.4133265	5892234.66589317	5819106.66606048
LILRA2	5821852.33612063	4326074.90115377	3812034.21811429	53984269.939127	75994000.1488498	224505000.012461	14052456.3796004
LILRA3	4269944.84551681	3508108.23275398	2814861.7928693	4415402.0163265	51909499.9517103	38444500.0740714	3864936.30738602
LILRA5	5061443.57228483	5828574.9652951	3898646.85788706	12302499.9971009	47952000.0120969	644494999.686355	3759729.04994301
LILRA6	14596679.3833023	6048378.22371813	5415087.58918686	90628499.9923234	40365500.0279063	1277099998.33352	3902813.01201592
LILRB1	98290499.9395243	4941199.99776954	31968499.9708215	550430001.262288	136670000.322686	2985750004.72608	39428069.7217443
LILRB2	21709500.0104215	7864827.61245232	17487999.9988314	268389999.944777	281954999.829579	7445700003.69358	4371152.79042145
LILRB4	4863320.98745241	5172696.23332863	3889476.93548492	88819883.5725133	4098526.11221028	17871327.9776241	3614910.67458138
LIMD1	1070500000.34769	303154999.97208	362079999.749489	2797650004.07453	120240000.027591	1165149999.21704	621919998.787059
LIME1	17461278.6115936	822864987.82587	603064226.242452	210368036.612482	6712429.97701616	4549940.17539626	83701931.5349377
LIMK1	178425000.424487	23970000.0168203	103197499.853661	161114999.991339	105708500.178836	296219999.744386	696145000.415986
LIPT2	40817499.9234332	33287499.9353438	73740499.9570934	46924500.1402773	3672879.60432951	9033636.55095721	39892499.9026993
LOXL3	6209507.4070996	3960240.01208095	2706932.56678237	4329509.96227431	40709999.8776768	4610573.35127552	3623460.99525148
LPCAT2	4924665.86675136	3364823.09354371	3258062.19923522	45848487.4499193	366148078.467527	238572887.255844	3424320.80721373
LRG1	9338536.75795681	52616999.9579919	9165260.85890166	11534430.6748207	371205000.583558	43164999.9937192	1550799998.69758
LRMDA	3743657.88170682	3370921.23423519	2918380.85890882	68369499.8727578	116384999.798854	187129999.721544	5834119.53457891
LRMP	40963500039.3723	15862999993.5881	12601000032.4157	17799499972.4908	15070499989.001	21183499975.36	11406499998.8727
LRRC25	10423000.0275924	4165699.99400134	2608412.28366057	502894999.562423	437785001.02154	5133099990.21723	6103399.9956298
LRRK1	15547523.8232615	4568546.1963744	17177655.0281398	306084999.701674	96329999.8937322	94226999.8766004	36514389.8770194
LRRK2	62358000.0434573	9435155.24738166	9366399.99386977	436780000.903687	96078499.9469282	3999349993.96438	10271550.0011352
LST1	9140476.23515743	3398083.6053237	3833844.9623094	72554000.0090867	367630000.414146	605725001.574988	3736738.27086181
LTB4R	7805003.58339253	3889703.7202439	4689749.04438141	8895896.79009316	651955000.212649	77123499.9799495	5719738.70689441
LTC4S	3460850.06447474	4262194.74702274	4187134.9802998	11268046.3755695	2868000004.02324	6989209.72353234	6276472.20345652
LY86	119239999.972296	3713348.4758627	2833647.00126466	90284704.4048157	5984977.47308318	173900000.036697	3739959.25277328
LY9	125445000.281828	793700001.44187	961145001.190765	180693000.238451	44709076.2750746	56931500.0822199	116049999.994115
MAGEA13P	4796721.11900833	6738096.08763895	659084998.483343	20906698.7176669	4797401.6302132	5364301.60599838	258623500.615507
MAN1A1	10798550.0069352	111515000.13435	162225000.217468	396479999.458924	198845000.162184	295995000.229088	189360000.162324
MAP1LC3B2	16451199.5040496	8138474.25686492	12405500.0414507	875485000.723627	27921419.0158152	92888999.9400979	24161500.0006887
MAPK7	124409999.80736	120779999.778733	132575000.038117	103150499.945791	161635000.170222	340930000.914337	285325000.585856
MATK	7329006.54079467	17820105.8831266	189605000.332608	32413500.0180972	10560664.2065757	13214499.9960362	1906099997.01603
MATN4	26097000.0225176	5617920.66156879	7361272.7714147	5141335.7179308	6558823.19561961	3595171.30055963	3249709.5806442
MCEMP1	4756340.36661233	3435531.10003816	2760941.9034601	8736243.7430058	186139999.889974	522595000.28897	6221478.34967608
MCTP2	94424999.9642647	20828500.0162873	123249999.974015	35869000.033592	162685000.147228	43717999.9570609	589514999.246899
MDM4	71779000.1783089	23985499.9351285	32785499.9780059	50228499.9830585	9295850.72727891	4212301.45161668	26057500.0266447
MEFV	5478500.01117129	4607378.29536139	3609905.68842449	560251749.410405	88541999.8684048	6568349989.6027	5471692.98604792
METTL7B	17046627.5321326	8010709.43635507	3131229.91363492	117265000.064825	6564670.02510834	221340000.469482	6098450.22309783
MFSD8	3563708.8440957	8067366.19809427	261644999.697025	6026355.5772829	31538909.0261925	6955148.54737934	6138510.67707027
MGST1	6877053.68742037	3104588.92303361	2538209.12724266	418554999.773634	621589999.042249	1797749998.13679	9799266.94446946
MIA-RAB4B	621584999.096347	4032362.90489399	5022590.32416026	3663450.15386043	3264692.43652857	5365433.74468939	364959999.011589
MIER2	66217499.9064552	3504183.57815196	2940349.12328718	4384140.01729012	4510214.72204118	6502995.59630849	9307116.92599792
MIF4GD	45887999.990234	66873499.8429022	126355000.323409	309099999.759453	24836553.6570944	130204999.767456	173169999.707125
MILR1	20503573.3863924	4007941.18117088	3318268.53134035	93637500.1688649	9509943.77524435	35948999.9651631	3776565.18862198
MINDY1	9534598.23341386	81310000.066941	16394999.9857039	61163000.1008909	1437749998.34233	69499999.988096	32827000.0499994
MLLT6	40975999.9718501	186169999.854343	446744999.592885	22227499.9360837	6749460.58640663	3374699.69746853	224675000.303563
MMP25	3970220.78860481	2513579.40491078	2475272.39995057	3122099.23833509	1958800000.66558	7538739.78504739	4611625.1996283
MMP8	3405558.92644634	1609665.99636384	1416709.70508401	2170351.55766338	616914498.778744	952425.000707995	3437709.80888768
MMP9	216315.000419356	118025.000198411	591554.998860758	132694.999902938	5647099982.23059	129009.999756209	53060.9999237965
MMRN1	17472000.0322873	102590000.104857	8950219.0265469	78024000.0056837	88583000.1868175	886765002.631375	22872499.9551925
MNDA	883980002.89547	5363249.99030196	13720499.9929001	10533422990.0508	22112500012.7296	49360999920.593	11969750.0205949
MPEG1	21453999.9673838	25718000.0557613	44165500.0825619	5535349996.065	25980999.9978418	2150450004.37335	25108000.0119203
MPIG6B	5061314.65251046	3852742.04515545	2721390.41610622	34170999.9541171	10810238.5574243	112254999.855002	4106185.92482667
MPO	6190215.85445824	5841190.47840786	3931600.67653289	66325465.9917131	366425364.647115	673222797.472216	9378437.98732844
MRPL30	331615000.296298	15790000.033258	50198500.0796011	22222010.4488739	8561606.06336654	51411000.0114948	59823000.0649335
MRPS18C	10820648.6899966	69293000.2076739	27345000.0428781	32349999.9704604	6820330.14188601	5369934.54804237	49789499.9841258
MRTFB	6997041.79843769	33930499.9951803	21637999.9705161	79946499.9933737	12106500.0294987	27220499.9149874	26372000.0156404
MS4A1	7866599980.57815	2679205.4259825	6026849.99730368	7382748.19632391	8706690.92164836	7158053.00618064	1063687.21074951
MSRB3	7156838.39380126	3394227.45698819	3434252.73959144	26385066.3295965	123780000.101773	43398999.8700041	10474014.1688842
MT-ND2	10815408.5658237	3783186.81842363	3878224.84480036	82049500.0624923	4943351.50800458	146395000.157211	15006478.3315282
MTMR3	102136999.940851	207920000.315269	194270000.21745	208270000.537342	1190649999.73991	844230001.292256	182609999.976471
MTURN	4886297.22116841	3511598.57236665	3881534.76350871	31344500.0629582	39858999.9674132	3806300.34563015	7705231.97165299
MVB12B	4764066.93074375	5324837.59610429	70724000.0043034	4364583.34851832	19315000.0139658	5510575.95555609	3025999.74167795
MXD1	4373551.16238331	3825133.16637321	4260162.6186353	4051920.06734294	120120000.289562	3912028.47261388	4605910.00006337
MYO1E	1495150002.19729	73677999.9742597	79280500.0441952	7850650010.09337	386020000.668144	303014999.677901	300810000.405599
MYO1F	1462399998.76488	8880849999.14416	17000500001.4798	10797600003.002	32416000035.9814	24171000049.6557	24737999959.4602
MYSM1	45838999.900981	5778872.30478519	6298990.82617418	2816738.55987318	5774939.29347919	4069126.25424664	16271481.677001
MZB1	1669350000.89397	13081500.0050422	11512500.0076467	8989259995.71392	504720000.737687	26482000.0049655	47079999.9640305
N4BP2	5366968.02040275	10159825.4271092	21160500.0258411	123118999.734499	4043273.91964103	11460172.8524	24860500.007821
NAIP	6067250.00878278	15851500.0479949	13198500.0118904	137903350.169896	50660500.1277327	4470100007.69422	11373000.0072184
NCAPH2	4205882.13274833	9311140.49667719	75603000.009097	52673499.8983735	7523557.51771871	5579113.09591123	43947500.1433842
NCF1	1025672825.03862	2458325.34561308	1355956.90357768	410051929.088905	4052648788.16435	295787778.438313	4426170.75116838
NCF2	135428000.130902	14353500.010319	8006399.99868026	2280705003.60493	37900500053.1318	22336500035.1634	6687399.99389125
NCF4	150315000.028189	18084499.9849929	10003950.0005102	1570500001.36923	8328700015.52266	4536200004.94698	6230549.99343992
NCKAP5L	5094841.94549311	4572914.79229958	25445999.9670272	95842499.9934956	7213298.78163252	90830999.9953639	37318999.9299993
NCR3	4513308.30118546	3527230.705077	4415501.73591137	2828718.02989829	4051942.58141232	4646069.8733902	48961500.007268
NEIL1	179639999.827613	7310300.0091477	13207699.9665115	4207185.51697239	7482531.02329563	6956872.83322424	862534999.759717
NFAM1	6079443.0179086	7503731.20624402	4472553.8250923	41002499.9214678	6470369.99467703	69967499.9803076	2926601.12199746
NFATC2	1397399995.78862	3744849996.06491	4764600005.65615	811305001.308041	178100000.29772	18078000.0262325	8034249992.99375
NFE2	3882995.12324952	4568844.40675994	7715511.93479167	6529057.33632203	109932499.888722	45273499.8817731	4183990.91530353
NFKBIE	295139999.967822	88143499.9254772	109975000.005858	648810000.112144	172250000.121703	142560000.323944	73667500.0245274
NFX1	64377500.0293663	41778500.0606346	44509499.9961962	216899999.496769	32586000.0331085	23050000.0619606	27825500.0488214
NHLRC3	6548804.72100444	54948000.0137143	162764999.980385	55281499.9678421	335154999.519091	68655500.0234185	226119999.717309
NHSL2	8096566.77360716	82620999.9787161	203195000.543363	23072999.9952021	1543149999.52682	286739999.879006	174085000.10766
NIBAN1	784949998.906912	5304299996.30875	6661799993.55219	3974850009.04314	12770000005.9678	4632100014.7857	5025699994.20522
NIBAN2	10339949.9960761	287494999.082665	340520000.167469	845127497.301628	88650999.8343172	3625550009.16716	36298499.9720394
NINJ2	4457099.73075984	123734999.917207	4955456.15465179	4572404.97721036	5954419.00592799	3533065.28156518	4708564.38339205
NLN	201775000.288548	65088500.0948607	56353500.0211125	230065000.307464	21130435.0615949	2156200004.42388	121234000.137354
NLRC3	85445000.0762043	751314998.49327	971299999.327785	23735500.0247878	79717999.8919517	68114000.0196027	1507249998.68807
NLRC4	6781763.03829757	16424999.9970148	37122000.0194771	426234998.845707	52029000.0921957	6118400010.15863	22844000.0173205
NLRP2	19234500.0016305	11138000.0246723	27551500.0448024	362719999.789274	59136499.9619702	38330999.9633733	191238000.197242
NLRP3	79690999.764243	3513201.55794115	3459581.32593911	4046552.0746845	125910000.139216	85033000.0862039	4426758.91809894
NMRK1	9207890.68206885	219329999.961143	150114999.902335	69026999.9237718	31104499.9861335	8034642.07777138	80090000.2279291
NOMO1	60731499.9725238	25927499.9987367	41314000.0104699	112327499.824009	18394176.1869029	12321499.983584	41874000.0058177
NPL	7982313.81487277	6605239.99185302	3439735.34857399	12520259.8917767	53413999.877839	727150000.180705	4094525.07725162
NR2E3	61612000.0689306	50924500.0915878	50116999.9529958	283589999.690042	10696424.4511655	86640863.0567372	46387499.8724338
NSMCE2	597314998.995245	92032999.9364812	88378999.8986393	135134999.899942	74403500.0917105	57144499.9335205	117115000.291494
NT5C3A	474775659.90856	48378699.2174122	34161961.0498456	38041717.6264402	31520660.4382637	59813452.5882996	34347596.6983016
NUDT8	9479173.07145733	4048366.81967985	6247026.09201603	120492000.065165	7996390.84033033	11040765.8117208	44766000.0653957
OASL	13468449.2801141	282275000.035413	774669999.961754	16478949.9546912	11855849.9852521	33349500.0173007	261699999.802297
OCIAD2	504175000.491735	1338600003.96581	1024800001.05818	400320000.527939	15928727.3940247	11919611.5166028	478020000.602212
OLIG3	4706212.13950802	178465000.014503	24469500.025917	8389264.80556647	120075000.345003	4998097.09111017	39532999.9383088
OLR1	6491060.07383758	2653188.11193319	3537647.99437824	3556134.74320464	7690685.77860401	4918913.02170985	3371320.33512759
OR7D2	129364999.849918	32801500.0638164	31667000.0073332	548150000.468529	89813999.8569227	885329999.129793	102563500.206012
OSBPL5	14547101.0875738	8110267.14239886	57071999.9101351	21057999.9937565	16006500.0205043	57772999.931618	877325001.294637
OSCAR	5902942.41247355	4064725.02509701	3995344.5722135	3068969.94510709	70220000.1332163	67345999.905835	5312376.97537621
OTULINL	7845721.38898529	244110000.596635	346040000.64407	1576500002.39952	58391499.9813401	1987049999.57209	669009999.459361
OXER1	4113843.93325182	4208984.05802565	3314150.57387951	3935502.63849259	281684999.678728	3194714.30750435	3825296.37214638
P2RX1	4802692.89869232	4331646.06653132	3236449.19159629	15794999.9901171	74210000.0648611	79190999.9545748	6919622.61758216
P2RX7	4846462.32964491	22048999.9889478	32111000.015698	91088000.1558572	5252819.31242863	396415000.251593	118680000.085411
P2RY13	6533497.14757292	5041499.53366375	5303555.72594137	7260466.26577983	22213999.9365955	168409999.612631	5975629.36906664
P3H1	46756499.9459958	35806500.0270422	51219499.9649052	505609999.614918	62810499.9670354	287345000.700542	27173499.9913802
PACC1	26699500.0194706	4256647.12201126	3897161.02608776	113425000.21403	9873647.82684818	28971000.0184938	6673021.0048306
PADI4	2249982.71733094	832724.999639279	590609.999195979	532689.998547858	23486000019.579	4187299991.09443	1744449.99874702
PAFAH2	5389428.71655528	55221999.995982	200484999.651168	118009500.115357	709734999.110077	107871000.083156	198815000.570954
PALD1	10526499.9743496	6299850.01159043	3395453.62835763	1819274995.63673	8122718.59401659	8455950.00361962	5869249.99514331
PALM2AKAP2	4120400004.46693	55518500.0219553	16595500.0124345	280393499.160059	36700500.0120075	23480499.949698	11388693.9522655
PAX5	1794100001.07527	2590999.83909309	3599178.72474401	1827050.00055899	5023421.1346563	4934231.32538202	6259727.66891903
PCLAF	5724710.45288927	4010782.31278656	4314097.79726021	44887000.0536377	5304446.14592478	6005636.88599344	9957687.67751844
PDE3B	4719794.29870869	226029999.466619	330250000.500418	90576500.1771244	91074499.9106035	47682000.104302	56647499.965725
PDE5A	2579100.00199255	4144199.9976988	4097875.83039102	3621184.16190894	6804499.98890467	64053499.9755292	4373250.00204312
